# raw capture of: cargo test --lib probe_filed_interest_sign -- --ignored --nocapture
# worktree: G:/dev/repos/discount_screener/.claude/worktrees/agent-a19c1b1e4036e2768
# branch content: valuation/wave1-integration @ 4d1e916
# pre-existing cargo build warnings from unrelated modules elided above this line; nothing else edited.

running 1 test
=== PROBE D: the filed sign of net interest, before negation or abs() ===
retrieved 2026-08-04T19:34:19.733199600+00:00
negated by the proposed convention: InterestIncomeExpenseNet InterestIncomeExpenseNonoperatingNet
today = |filed| (dcf_model.rs:907 abs on write, :551 and :1590 abs on read)
after = -filed for a negated concept, filed otherwise, with those three sites gone
dFCFF = (after - today) * (1 - tax), the FCFF bridge at dcf_model.rs:1591
dmgn  = the shift in AlignedDriverYear::fcff_margin_bps, the published quantity
prod  = FcfPoint::interest_expense_dollars, the live post-abs value; '!' marks a
         disagreement with |filed| and would mean this reconstruction is wrong

symbol   year winning qname                                    filed $M  sign  neg     today $M     after $M      prod $M       debt $M    tax  guard     dFCFF $M  dmgn bps
TER      2018 InterestExpenseDebt                                  19.7     +   no         19.7         19.7        19.7        absent    342      -          0.0         0
TER      2019 InterestExpenseDebt                                  20.5     +   no         20.5         20.5        20.5        absent   1109      -          0.0         0
TER      2020 InterestExpenseDebt                                  21.2     +   no         21.2         21.2        21.2        absent   1297      -          0.0         0
TER      2021 InterestExpenseDebt                                  14.0     +   no         14.0         14.0        14.0        absent   1261      -          0.0         0
TER      2022 InterestExpenseDebt                                   0.9     +   no          0.9          0.9         0.9        absent   1486      -          0.0         0
TER      2023 InterestExpenseDebt                                   0.4     +   no          0.4          0.4         0.4        absent   1462      -          0.0         0
TER      2024 InterestExpenseDebt                                   0.0     0   no          0.0          0.0         0.0        absent    977      -          0.0         0
TER      2025 InterestExpenseDebt                                   0.0     0   no          0.0          0.0         0.0         200.0   1214      -          0.0         0
AVGO     2016 InterestExpense                                     585.0     +   no        585.0        585.0       585.0        absent   3500      -          0.0         0
AVGO     2017 InterestExpense                                     454.0     +   no        454.0        454.0       454.0        absent    192      -          0.0         0
AVGO     2018 InterestExpense                                     628.0     +   no        628.0        628.0       628.0       17493.0   3500      -          0.0         0
AVGO     2019 InterestExpense                                    1444.0     +   no       1444.0       1444.0      1444.0       32798.0   2291      -          0.0         0
AVGO     2020 InterestExpense                                    1777.0     +   no       1777.0       1777.0      1777.0       41062.0   2120      -          0.0         0
AVGO     2021 InterestExpense                                    1885.0     +   no       1885.0       1885.0      1885.0       39665.0     43      -          0.0         0
AVGO     2022 InterestExpense                                    1737.0     +   no       1737.0       1737.0      1737.0       39075.0    755      -          0.0         0
AVGO     2023 InterestExpenseNonoperating                        1622.0     +   no       1622.0       1622.0      1622.0       37621.0    672      -          0.0         0
AVGO     2024 InterestExpenseNonoperating                        3953.0     +   no       3953.0       3953.0      3953.0       66295.0   3500      -          0.0         0
AVGO     2025 InterestExpenseNonoperating                        3210.0     +   no       3210.0       3210.0      3210.0       61984.0    175      -          0.0         0
EPAM     2010 -                                                  absent
EPAM     2011 -                                                  absent
EPAM     2012 -                                                  absent
EPAM     2013 -                                                  absent
EPAM     2014 -                                                  absent
EPAM     2015 -                                                  absent
EPAM     2016 -                                                  absent
EPAM     2017 -                                                  absent
EPAM     2018 -                                                  absent
EPAM     2019 -                                                  absent
EPAM     2020 -                                                  absent
EPAM     2021 -                                                  absent
EPAM     2022 -                                                  absent
EPAM     2023 -                                                  absent
EPAM     2024 -                                                  absent
EPAM     2025 -                                                  absent
T        2007 InterestExpense                                    3507.0     +   no       3507.0       3507.0      3507.0        absent      -      -    no bridge         -
T        2008 InterestExpense                                    3369.0     +   no       3369.0       3369.0      3369.0        absent      -      -    no bridge         -
T        2009 InterestExpense                                    3368.0     +   no       3368.0       3368.0      3368.0       72081.0   3289      -          0.0         0
T        2010 InterestExpense                                    2994.0     +   no       2994.0       2994.0      2994.0       64515.0    637      -          0.0         0
T        2011 InterestExpense                                    3535.0     +   no       3535.0       3535.0      3535.0       64753.0   3500      -          0.0         0
T        2012 InterestExpense                                    3444.0     +   no       3444.0       3444.0      3444.0       66358.0   2778      -          0.0         0
T        2013 InterestExpense                                    3940.0     +   no       3940.0       3940.0      3940.0       69290.0   3325      -          0.0         0
T        2014 InterestExpense                                    3613.0     +   no       3613.0       3613.0      3613.0       76011.0   3495      -          0.0         0
T        2015 InterestExpense                                    4120.0     +   no       4120.0       4120.0      4120.0      118515.0   3385      -          0.0         0
T        2016 InterestExpense                                    4910.0     +   no       4910.0       4910.0      4910.0      113681.0   3270      -          0.0         0
T        2017 InterestExpense                                    6300.0     +   no       6300.0       6300.0      6300.0      125972.0   3500      -          0.0         0
T        2018 InterestExpense                                    7957.0     +   no       7957.0       7957.0      7957.0      166250.0   1978      -          0.0         0
T        2019 InterestExpense                                    8422.0     +   no       8422.0       8422.0      8422.0      151309.0   1891      -          0.0         0
T        2020 InterestExpense                                    7727.0     +   no       7727.0       7727.0      7727.0      153775.0   3500      -          0.0         0
T        2021 InterestExpense                                    6716.0     +   no       6716.0       6716.0      6716.0      152724.0   1849      -          0.0         0
T        2022 InterestExpenseNonoperating                        6108.0     +   no       6108.0       6108.0      6108.0      128423.0   3500      -          0.0         0
T        2023 InterestExpenseNonoperating                        6704.0     +   no       6704.0       6704.0      6704.0      127854.0   2129      -          0.0         0
T        2024 InterestExpenseNonoperating                        6759.0     +   no       6759.0       6759.0      6759.0      118443.0   2662      -          0.0         0
T        2025 InterestExpenseNonoperating                        6804.0     +   no       6804.0       6804.0      6804.0      127089.0   1341      -          0.0         0
GEHC     2021 InterestAndDebtExpense                               40.0     +   no         40.0         40.0        40.0        absent   2087      -          0.0         0
GEHC     2022 InterestAndDebtExpense                               77.0     +   no         77.0         77.0        77.0        absent   2241      -          0.0         0
GEHC     2023 InterestAndDebtExpense                              542.0     +   no        542.0        542.0       542.0        9442.0   3147      -          0.0         0
GEHC     2024 InterestAndDebtExpense                              504.0     +   no        504.0        504.0       504.0        8951.0   2057      -          0.0         0
GEHC     2025 InterestAndDebtExpense                              440.0     +   no        440.0        440.0       440.0       10003.0   2218      -          0.0         0
DAL      2008 InterestExpense                                     685.0     +   no        685.0        685.0      absent        absent      -      -    no bridge         -
DAL      2009 InterestExpense                                     908.0     +   no        908.0        908.0      absent        absent      -      -    no bridge         -
DAL      2010 InterestExpense                                    1004.0     +   no       1004.0       1004.0      absent        absent      -      -    no bridge         -
DAL      2011 InterestIncomeExpenseNet                           -901.0     -  yes        901.0        901.0      absent        absent      -      -    no bridge         -
DAL      2012 InterestExpense                                    1005.0     +   no       1005.0       1005.0      1005.0       11082.0    156      -          0.0         0
DAL      2013 InterestExpense                                     852.0     +   no        852.0        852.0       852.0        9795.0   3500      -          0.0         0
DAL      2014 InterestExpense                                     650.0     +   no        650.0        650.0       650.0        8561.0   3500      -          0.0         0
DAL      2015 InterestExpense                                     481.0     +   no        481.0        481.0       481.0        6766.0   3500      -          0.0         0
DAL      2016 InterestExpense                                     388.0     +   no        388.0        388.0       388.0        6201.0   3397      -          0.0         0
DAL      2017 InterestExpense                                     396.0     +   no        396.0        396.0       396.0        6592.0   3500      -          0.0         0
DAL      2018 InterestIncomeExpenseNet                           -311.0     -  yes        311.0        311.0       311.0        8253.0   2361      -          0.0         0
DAL      2019 InterestIncomeExpenseNet                           -301.0     -  yes        301.0        301.0       301.0        8873.0   2309      -          0.0         0
DAL      2020 InterestIncomeExpenseNet                           -929.0     -  yes        929.0        929.0       929.0       27425.0   2054      -          0.0         0
DAL      2021 InterestIncomeExpenseNet                          -1279.0     -  yes       1279.0       1279.0      1279.0       25138.0   2965      -          0.0         0
DAL      2022 InterestIncomeExpenseNet                          -1029.0     -  yes       1029.0       1029.0      1029.0       20671.0   3114      -          0.0         0
DAL      2023 InterestIncomeExpenseNet                           -834.0     -  yes        834.0        834.0       834.0       17071.0   1781      -          0.0         0
DAL      2024 InterestIncomeExpenseNonoperatingNet               -747.0     -  yes        747.0        747.0       747.0       14019.0   2578      -          0.0         0
DAL      2025 InterestIncomeExpenseNonoperatingNet               -679.0     -  yes        679.0        679.0       679.0       12507.0   1908      -          0.0         0
WDC      2008 -                                                  absent
WDC      2009 -                                                  absent
WDC      2010 -                                                  absent
WDC      2011 -                                                  absent
WDC      2012 -                                                  absent
WDC      2013 -                                                  absent
WDC      2014 InterestExpense                                      56.0     +   no         56.0         56.0        56.0        2438.0    771      -          0.0         0
WDC      2015 InterestExpense                                      49.0     +   no         49.0         49.0        49.0        2301.0    710      -          0.0         0
WDC      2016 InterestExpense                                     266.0     +   no        266.0        266.0       266.0       16994.0   3500      -          0.0         0
WDC      2017 InterestExpense                                     847.0     +   no        847.0        847.0       847.0       13151.0   3500      -          0.0         0
WDC      2018 InterestExpense                                     676.0     +   no        676.0        676.0       676.0       11172.0   3500      -          0.0         0
WDC      2019 InterestExpense                                     469.0     +   no        469.0        469.0       469.0       10522.0   3500      -          0.0         0
WDC      2020 InterestExpense                                     413.0     +   no        413.0        413.0       413.0        9575.0   3500      -          0.0         0
WDC      2021 InterestExpense                                     326.0     +   no        326.0        326.0       326.0        8725.0   1143      -          0.0         0
WDC      2022 InterestExpenseNonoperating                         304.0     +   no        304.0        304.0       304.0        7022.0   2879      -          0.0         0
WDC      2023 InterestExpenseNonoperating                         310.0     +   no        310.0        310.0       310.0        7070.0    624      -          0.0         0
WDC      2024 InterestExpenseNonoperating                         414.0     +   no        414.0        414.0       414.0        7434.0    352      -          0.0         0
WDC      2025 InterestExpenseNonoperating                         357.0     +   no        357.0        357.0       357.0        4711.0   3500      -          0.0         0
GOOGL    2013 InterestExpense                                      81.0     +   no         81.0         81.0        81.0        absent   1723      -          0.0         0
GOOGL    2014 InterestExpense                                     101.0     +   no        101.0        101.0       101.0        3228.0   2108      -          0.0         0
GOOGL    2015 InterestExpense                                     104.0     +   no        104.0        104.0       104.0        1995.0   1681      -          0.0         0
GOOGL    2016 InterestExpense                                     124.0     +   no        124.0        124.0       124.0        3935.0   1935      -          0.0         0
GOOGL    2017 InterestExpense                                     109.0     +   no        109.0        109.0       109.0        3969.0   3500      -          0.0         0
GOOGL    2018 InterestExpense                                     114.0     +   no        114.0        114.0       114.0        4012.0   1196      -          0.0         0
GOOGL    2019 InterestExpense                                     100.0     +   no        100.0        100.0       100.0        4554.0   1333      -          0.0         0
GOOGL    2020 InterestExpense                                     135.0     +   no        135.0        135.0       135.0       13932.0   1625      -          0.0         0
GOOGL    2021 InterestExpense                                     346.0     +   no        346.0        346.0       346.0       14817.0   1620      -          0.0         0
GOOGL    2022 InterestExpenseNonoperating                         357.0     +   no        357.0        357.0       357.0       14701.0   1592      -          0.0         0
GOOGL    2023 InterestExpenseNonoperating                         308.0     +   no        308.0        308.0       308.0       13253.0   1391      -          0.0         0
GOOGL    2024 InterestExpenseNonoperating                         268.0     +   no        268.0        268.0       268.0       10883.0   1644      -          0.0         0
GOOGL    2025 InterestExpenseNonoperating                         736.0     +   no        736.0        736.0       736.0       49085.0   1678      -          0.0         0
HPE      2013 InterestExpenseDebt                                  57.0     +   no         57.0         57.0        57.0        absent   2856      -          0.0         0
HPE      2014 InterestExpenseDebt                                  45.0     +   no         45.0         45.0        45.0        absent   2656      -          0.0         0
HPE      2015 InterestExpenseDebt                                   9.0     +   no          9.0          9.0         9.0       15800.0   3500      -          0.0         0
HPE      2016 InterestExpenseDebt                                 298.0     +   no        298.0        298.0       298.0       16100.0   1614      -          0.0         0
HPE      2017 InterestExpenseDebt                                 334.0     +   no        334.0        334.0       334.0       14000.0   3500      -          0.0         0
HPE      2018 InterestExpenseDebt                                 353.0     +   no        353.0        353.0       353.0       12100.0   3500      -          0.0         0
HPE      2019 InterestExpenseDebt                                 311.0     +   no        311.0        311.0       311.0       13800.0   3245      -          0.0         0
HPE      2020 InterestExpenseDebt                                 332.0     +   no        332.0        332.0       332.0       15900.0   2715      -          0.0         0
HPE      2021 InterestExpenseDebt                                 289.0     +   no        289.0        289.0       289.0       13400.0    446      -          0.0         0
HPE      2022 InterestExpenseDebt                                 260.0     +   no        260.0        260.0       260.0       12500.0     91      -          0.0         0
HPE      2023 InterestExpenseDebt                                 326.0     +   no        326.0        326.0       326.0       12400.0    919      -          0.0         0
HPE      2024 InterestExpenseDebt                                 282.0     +   no        282.0        282.0       282.0       18200.0   1267      -          0.0         0
HPE      2025 InterestExpenseDebt                                 598.0     +   no        598.0        598.0       598.0       17756.0   3500      -          0.0         0
CRM      2008 InterestExpense                                       0.0     +   no          0.0          0.0         0.0        absent   3500      -          0.0         0
CRM      2009 InterestExpense                                       0.1     +   no          0.1          0.1         0.1        absent   3500      -          0.0         0
CRM      2010 InterestExpense                                       2.0     +   no          2.0          2.0         2.0         575.0   3500      -          0.0         0
CRM      2011 InterestExpense                                      24.9     +   no         24.9         24.9        24.9         575.0   3318      -          0.0         0
CRM      2012 InterestExpenseDebt                                  29.4     +   no         29.4         29.4        29.4         574.9   3500      -          0.0         0
CRM      2013 InterestExpenseDebt                                  30.8     +   no         30.8         30.8        30.8        absent   3500      -          0.0         0
CRM      2014 InterestExpenseDebt                                  61.6     +   no         61.6         61.6      absent        absent      -      -    no bridge         -
CRM      2015 InterestExpenseDebt                                  51.4     +   no         51.4         51.4      absent        absent      -      -    no bridge         -
CRM      2016 InterestExpenseDebt                                  40.5     +   no         40.5         40.5      absent        absent      -      -    no bridge         -
CRM      2017 InterestExpenseDebt                                  50.0     +   no         50.0         50.0        50.0        absent   3500      -          0.0         0
CRM      2018 InterestExpenseDebt                                  54.0     +   no         54.0         54.0        54.0        1719.5   1429      -          0.0         0
CRM      2019 InterestExpenseDebt                                 126.0     +   no        126.0        126.0       126.0        3176.0   1292      -          0.0         0
CRM      2020 InterestExpenseDebt                                 110.0     +   no        110.0        110.0       110.0        2677.0   3500      -          0.0         0
CRM      2021 InterestExpenseDebt                                 110.0     +   no        110.0        110.0       110.0        2690.0   3500      -          0.0         0
CRM      2022 InterestExpenseDebt                                 216.0     +   no        216.0        216.0       216.0       10596.0    574      -          0.0         0
CRM      2023 InterestExpenseDebt                                 300.0     +   no        300.0        300.0       300.0       10601.0   3500      -          0.0         0
CRM      2024 InterestExpenseDebt                                 283.0     +   no        283.0        283.0       283.0        9426.0   1644      -          0.0         0
CRM      2025 InterestExpenseDebt                                 272.0     +   no        272.0        272.0       272.0        8433.0   1668      -          0.0         0
CRM      2026 InterestExpenseDebt                                 324.0     +   no        324.0        324.0       324.0       14439.0   2167      -          0.0         0
SLB      2007 InterestExpense                                     275.0     +   no        275.0        275.0       275.0        absent      -      -    no bridge         -
SLB      2008 InterestExpense                                     247.0     +   no        247.0        247.0       247.0        absent   2087      -          0.0         0
SLB      2009 InterestExpense                                     221.0     +   no        221.0        221.0       221.0         444.0   2440      -          0.0         0
SLB      2010 InterestExpense                                     207.0     +   no        207.0        207.0       207.0        5504.0   1713      -          0.0         0
SLB      2011 InterestExpense                                     298.0     +   no        298.0        298.0       298.0        8548.0   2391      -          0.0         0
SLB      2012 InterestExpense                                     340.0     +   no        340.0        340.0       340.0        9509.0   2443      -          0.0         0
SLB      2013 InterestExpense                                     391.0     +   no        391.0        391.0       391.0       10393.0   2126      -          0.0         0
SLB      2014 InterestExpense                                     369.0     +   no        369.0        369.0       369.0       11809.0   2524      -          0.0         0
SLB      2015 InterestExpense                                     346.0     +   no        346.0        346.0       346.0       17453.0   2589      -          0.0         0
SLB      2016 InterestExpense                                     570.0     +   no        570.0        570.0       570.0       16463.0   1459      -          0.0         0
SLB      2017 InterestExpense                                     566.0     +   no        566.0        566.0       566.0        1100.0   2790      -          0.0         0
SLB      2018 InterestExpense                                     575.0     +   no        575.0        575.0       575.0       14644.0   1704      -          0.0         0
SLB      2019 InterestExpense                                     609.0     +   no        609.0        609.0       609.0       14770.0    299      -          0.0         0
SLB      2020 InterestExpense                                     563.0     +   no        563.0        563.0       563.0         500.0    719      -          0.0         0
SLB      2021 InterestExpense                                     539.0     +   no        539.0        539.0       539.0       13286.0   1879      -          0.0         0
SLB      2022 InterestExpense                                     490.0     +   no        490.0        490.0       490.0       10594.0   1824      -          0.0         0
SLB      2023 InterestExpense                                     503.0     +   no        503.0        503.0       503.0       10842.0   1906      -          0.0         0
SLB      2024 InterestExpense                                     512.0     +   no        512.0        512.0       512.0       11023.0   1927      -          0.0         0
SLB      2025 InterestExpense                                     558.0     +   no        558.0        558.0       558.0        9742.0   1958      -          0.0         0
EXE      2007 InterestExpense                                     401.0     +   no        401.0        401.0      absent        absent      -      -    no bridge         -
EXE      2008 InterestExpenseDebt                                 637.0     +   no        637.0        637.0      absent        absent      -      -    no bridge         -
EXE      2009 InterestExpenseDebt                                 765.0     +   no        765.0        765.0      absent        absent      -      -    no bridge         -
EXE      2010 InterestExpenseDebt                                 718.0     +   no        718.0        718.0      absent        absent      -      -    no bridge         -
EXE      2011 InterestExpenseDebt                                 653.0     +   no        653.0        653.0      absent        absent      -      -    no bridge         -
EXE      2012 InterestExpenseDebt                                 732.0     +   no        732.0        732.0      absent        absent      -      -    no bridge         -
EXE      2013 InterestExpenseDebt                                 740.0     +   no        740.0        740.0      absent        absent      -      -    no bridge         -
EXE      2014 InterestExpenseDebt                                 704.0     +   no        704.0        704.0      absent        absent      -      -    no bridge         -
EXE      2015 InterestExpenseDebt                                 682.0     +   no        682.0        682.0      absent        absent      -      -    no bridge         -
EXE      2016 InterestExpenseDebt                                 588.0     +   no        588.0        588.0      absent        absent      -      -    no bridge         -
EXE      2017 InterestExpense                                     601.0     +   no        601.0        601.0      absent        absent      -      -    no bridge         -
EXE      2018 InterestExpense                                     633.0     +   no        633.0        633.0      absent        absent      -      -    no bridge         -
EXE      2019 InterestExpense                                     651.0     +   no        651.0        651.0       651.0        9458.0   3500      -          0.0         0
EXE      2020 InterestExpense                                     331.0     +   no        331.0        331.0       331.0        9095.0     19      -          0.0         0
EXE      2022 InterestExpenseNonoperating                         160.0     +   no        160.0        160.0       160.0        3093.0   3500      -          0.0         0
EXE      2023 InterestExpenseNonoperating                         104.0     +   no        104.0        104.0       104.0        1950.0   2239      -          0.0         0
EXE      2024 InterestExpenseNonoperating                         123.0     +   no        123.0        123.0       123.0        5680.0   1510      -          0.0         0
EXE      2025 InterestExpenseNonoperating                         235.0     +   no        235.0        235.0       235.0        5009.0   2029      -          0.0         0
OMC      2007 InterestExpense                                     106.9     +   no        106.9        106.9       106.9        absent   3387      -          0.0         0
OMC      2008 InterestExpense                                     124.6     +   no        124.6        124.6       124.6        absent   3360      -          0.0         0
OMC      2009 InterestExpense                                     122.2     +   no        122.2        122.2       122.2          17.8   3403      -          0.0         0
OMC      2010 InterestExpense                                     134.7     +   no        134.7        134.7       134.7        2501.5   3408      -          0.0         0
OMC      2011 InterestExpense                                     158.1     +   no        158.1        158.1       158.1        2501.3   3265      -          0.0         0
OMC      2012 InterestExpense                                     179.7     +   no        179.7        179.7       179.7        3750.4   3176      -          0.0         0
OMC      2013 InterestExpense                                     197.2     +   no        197.2        197.2       197.2        3750.5   3403      -          0.0         0
OMC      2014 InterestExpenseDebt                                 192.7     +   no        192.7        192.7       192.7        4500.5   3277      -          0.0         0
OMC      2015 InterestExpenseDebt                                 210.2     +   no        210.2        210.2       210.2        4500.3   3281      -          0.0         0
OMC      2016 InterestExpenseDebt                                 205.5     +   no        205.5        205.5       205.5        4900.1   3260      -          0.0         0
OMC      2017 InterestExpenseDebt                                 201.6     +   no        201.6        201.6       201.6        4900.0   3500      -          0.0         0
OMC      2018 InterestExpenseDebt                                 201.6     +   no        201.6        201.6       201.6        4900.0   2560      -          0.0         0
OMC      2019 InterestExpenseDebt                                 185.7     +   no        185.7        185.7       185.7        5122.8   2602      -          0.0         0
OMC      2020 InterestExpenseDebt                                 178.6     +   no        178.6        178.6       178.6        5823.0   2708      -          0.0         0
OMC      2021 InterestExpenseDebt                                 167.3     +   no        167.3        167.3       167.3        5727.0   2457      -          0.0         0
OMC      2022 InterestExpenseDebt                                 164.7     +   no        164.7        164.7       164.7        5611.8   2811      -          0.0         0
OMC      2023 InterestExpenseDebt                                 165.1     +   no        165.1        165.1       165.1        5669.9   2634      -          0.0         0
OMC      2024 InterestExpenseDebt                                 194.9     +   no        194.9        194.9       194.9        6073.0   2634      -          0.0         0
OMC      2025 InterestExpenseDebt                                 209.6     +   no        209.6        209.6       209.6        9272.9   3500      -          0.0         0
PTC      2008 InterestExpense                                       7.8     +   no          7.8          7.8         7.8        absent   3296      -          0.0         0
PTC      2009 InterestExpense                                       3.2     +   no          3.2          3.2         3.2        absent   3500      -          0.0         0
PTC      2010 InterestExpense                                       1.5     +   no          1.5          1.5         1.5        absent   3500      -          0.0         0
PTC      2011 InterestExpense                                       3.3     +   no          3.3          3.3         3.3        absent   1829      -          0.0         0
PTC      2012 InterestExpense                                       4.7     +   no          4.7          4.7         4.7        absent   3500      -          0.0         0
PTC      2013 InterestExpense                                       7.0     +   no          7.0          7.0         7.0        absent   1389      -          0.0         0
PTC      2014 InterestExpense                                       8.2     +   no          8.2          8.2         8.2        absent   1393      -          0.0         0
PTC      2015 InterestExpense                                      14.7     +   no         14.7         14.7        14.7        absent   3500      -          0.0         0
PTC      2016 InterestExpense                                      29.9     +   no         29.9         29.9        29.9         758.1   1894      -          0.0         0
PTC      2017 InterestExpense                                      42.4     +   no         42.4         42.4        42.4         718.1   3500      -          0.0         0
PTC      2018 InterestExpenseDebt                                  41.7     +   no         41.7         41.7        41.7         648.1   3500      -          0.0         0
PTC      2019 InterestExpenseDebt                                  43.0     +   no         43.0         43.0        43.0         669.1   3500      -          0.0         0
PTC      2020 InterestExpenseDebt                                  76.4     +   no         76.4         76.4        76.4        1005.3    298      -          0.0         0
PTC      2021 InterestExpenseDebt                                  50.5     +   no         50.5         50.5        50.5        1439.5   2174      -          0.0         0
PTC      2022 InterestExpenseDebt                                  54.3     +   no         54.3         54.3        54.3        1350.6   2116      -          0.0         0
PTC      2023 InterestExpenseDebt                                 129.4     +   no        129.4        129.4       129.4        1686.4   2617      -          0.0         0
PTC      2024 InterestExpenseDebt                                 119.7     +   no        119.7        119.7       119.7        1227.1   1975      -          0.0         0
PTC      2025 InterestExpenseDebt                                  77.0     +   no         77.0         77.0        77.0        1172.4   2023      -          0.0         0
PG       2008 InterestExpense                                    1467.0     +   no       1467.0       1467.0      1467.0        absent   3500      -          0.0         0
PG       2009 InterestExpense                                    1358.0     +   no       1358.0       1358.0      1358.0        absent   3500      -          0.0         0
PG       2010 InterestExpense                                     946.0     +   no        946.0        946.0       946.0       21924.0   3500      -          0.0         0
PG       2011 InterestExpense                                     831.0     +   no        831.0        831.0       831.0       25027.0   3500      -          0.0         0
PG       2012 InterestExpense                                     769.0     +   no        769.0        769.0       769.0       25163.0   3500      -          0.0         0
PG       2013 InterestExpense                                     667.0     +   no        667.0        667.0       667.0       23617.0   3500      -          0.0         0
PG       2014 InterestExpense                                     709.0     +   no        709.0        709.0       709.0       26429.0   3349      -          0.0         0
PG       2015 InterestExpense                                     626.0     +   no        626.0        626.0       626.0       23129.0   3207      -          0.0         0
PG       2016 InterestExpense                                     579.0     +   no        579.0        579.0       579.0       21705.0   3500      -          0.0         0
PG       2017 InterestExpense                                     465.0     +   no        465.0        465.0       465.0       19714.0   3392      -          0.0         0
PG       2018 InterestExpense                                     506.0     +   no        506.0        506.0       506.0       22635.0   3500      -          0.0         0
PG       2019 InterestExpense                                     509.0     +   no        509.0        509.0       509.0       23783.0   3500      -          0.0         0
PG       2020 InterestExpense                                     465.0     +   no        465.0        465.0       465.0       26045.0      -      -    no bridge         -
PG       2021 InterestExpense                                     502.0     +   no        502.0        502.0       502.0       26719.0      -      -    no bridge         -
PG       2022 InterestExpenseNonoperating                         439.0     +   no        439.0        439.0       439.0       26495.0   1779      -          0.0         0
PG       2023 InterestExpenseNonoperating                         756.0     +   no        756.0        756.0       756.0       28329.0   1970      -          0.0         0
PG       2024 InterestExpenseNonoperating                         925.0     +   no        925.0        925.0       925.0       29107.0   2019      -          0.0         0
PG       2025 InterestExpenseNonoperating                         907.0     +   no        907.0        907.0       907.0       34508.0   2034      -          0.0         0
MSFT     2008 InterestExpense                                     106.0     +   no        106.0        106.0       106.0        absent   2575      -          0.0         0
MSFT     2009 InterestExpense                                      38.0     +   no         38.0         38.0        38.0        absent   2650      -          0.0         0
MSFT     2010 InterestExpense                                     151.0     +   no        151.0        151.0       151.0        5000.0   2500      -          0.0         0
MSFT     2011 InterestExpense                                     295.0     +   no        295.0        295.0       295.0       11900.0   1753      -          0.0         0
MSFT     2012 InterestExpense                                     380.0     +   no        380.0        380.0       380.0       11900.0   2375      -          0.0         0
MSFT     2013 InterestExpense                                     429.0     +   no        429.0        429.0       429.0       15600.0   1918      -          0.0         0
MSFT     2014 InterestExpense                                     597.0     +   no        597.0        597.0       597.0       20600.0   2065      -          0.0         0
MSFT     2015 InterestExpense                                     781.0     +   no        781.0        781.0       781.0       30300.0   3412      -          0.0         0
MSFT     2016 InterestExpense                                    1243.0     +   no       1243.0       1243.0      1243.0       40800.0   1989      -          0.0         0
MSFT     2017 InterestExpense                                    2222.0     +   no       2222.0       2222.0      2222.0       77100.0   1476      -          0.0         0
MSFT     2018 InterestExpense                                    2733.0     +   no       2733.0       2733.0      2733.0       76200.0   3500      -          0.0         0
MSFT     2019 InterestExpense                                    2686.0     +   no       2686.0       2686.0      2686.0       72200.0   1018      -          0.0         0
MSFT     2020 InterestExpense                                    2591.0     +   no       2591.0       2591.0      2591.0       63327.0   1651      -          0.0         0
MSFT     2021 InterestExpense                                    2346.0     +   no       2346.0       2346.0      2346.0       58146.0   1383      -          0.0         0
MSFT     2022 InterestExpense                                    2063.0     +   no       2063.0       2063.0      2063.0       49781.0   1311      -          0.0         0
MSFT     2023 InterestExpenseNonoperating                        1968.0     +   no       1968.0       1968.0      1968.0       47237.0   1898      -          0.0         0
MSFT     2024 InterestExpenseNonoperating                        2935.0     +   no       2935.0       2935.0      2935.0       44937.0   1823      -          0.0         0
MSFT     2025 InterestExpenseNonoperating                        2385.0     +   no       2385.0       2385.0      2385.0       43151.0   1763      -          0.0         0
MSFT     2026 InterestExpenseNonoperating                        3051.0     +   no       3051.0       3051.0      3051.0        absent   1940      -          0.0         0
AMZN     2007 InterestExpense                                      77.0     +   no         77.0         77.0        77.0        absent   2788      -          0.0         0
AMZN     2008 InterestExpense                                      71.0     +   no         71.0         71.0        71.0        absent   2741      -          0.0         0
AMZN     2009 InterestExpense                                      34.0     +   no         34.0         34.0        34.0         109.0   2179      -          0.0         0
AMZN     2010 InterestExpense                                      39.0     +   no         39.0         39.0        39.0         184.0   2351      -          0.0         0
AMZN     2011 InterestExpense                                      65.0     +   no         65.0         65.0        65.0         384.0   3116      -          0.0         0
AMZN     2012 InterestExpense                                      92.0     +   no         92.0         92.0        92.0        3691.0   3500      -          0.0         0
AMZN     2013 InterestExpense                                     141.0     +   no        141.0        141.0       141.0        3967.0   3182      -          0.0         0
AMZN     2014 InterestExpense                                     210.0     +   no        210.0        210.0       210.0        9881.0   3500      -          0.0         0
AMZN     2015 InterestExpense                                     459.0     +   no        459.0        459.0       459.0        8562.0   3500      -          0.0         0
AMZN     2016 InterestExpense                                     484.0     +   no        484.0        484.0       484.0        8838.0   3500      -          0.0         0
AMZN     2017 InterestExpense                                     848.0     +   no        848.0        848.0       848.0       24942.0   2020      -          0.0         0
AMZN     2018 InterestExpense                                    1417.0     +   no       1417.0       1417.0      1417.0       24965.0   1063      -          0.0         0
AMZN     2019 InterestExpense                                    1600.0     +   no       1600.0       1600.0      1600.0       24820.0   1699      -          0.0         0
AMZN     2020 InterestExpense                                    1647.0     +   no       1647.0       1647.0      1647.0       33174.0   1184      -          0.0         0
